"","container.title","published.print","doi","issue","title","volume","author","issn"
"60","American Economic Journal: Applied Economics","2017-10-01","10.1257/app.20150532","4","Human Capital Persistence and Development","9","list(given = c(""Rudi"", ""Claudio"", ""Rodrigo R.""), family = c(""Rocha"", ""Ferraz"", ""Soares""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Institute of Economics, Federal University of Rio de Janeiro, Av. Pasteur 250, 22290-240, Rio de Janeiro, RJ, Brazil (email: )"", ""Department of Economics, Pontifícia Universidade Católica do Rio de Janeiro (PUC-Rio), Rua Marquês de São Vicente 225, Rio de Janeiro, RJ, 22453-900, Brazil and BREAD (email: )"", ""Columbia University, 420 W. 118th Street, New York, NY, 10027 and Sao Paulo School of Economics-FGV (email: )""
))","1945-7790"
"61","American Economic Journal: Applied Economics","2017-04-01","10.1257/app.20150548","2","Wealth Heterogeneity and the Income Elasticity of Migration","9","list(given = ""Samuel"", family = ""Bazzi"", sequence = ""first"", affiliation.name = ""Department of Economics, Boston University, 270 Bay State Road, Boston, MA 02215 (e-mail: )"")","1945-7790"
"62","American Economic Journal: Applied Economics","2017-07-01","10.1257/app.20150385","3","Technology and Child Development: Evidence from the One Laptop per Child Program","9","list(given = c(""Julian"", ""Pablo"", ""Santiago"", ""Ana"", ""Eugenio""), family = c(""Cristia"", ""Ibarrarán"", ""Cueto"", ""Santiago"", ""Severín""), sequence = c(""first"", ""additional"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Inter-American Development Bank, 1300 New York Avenue, NW, Washington, DC 20577 (email: )"", ""Inter-American Development Bank, 1300 New York Avenue, NW, Washington, DC 20577 (email: )"", ""Group for the Analysis of Development and Pontificia Universidad Católica del Perú, 915 Almirante Grau Avenue, Barranco, Lima 4, Peru (email: )"", 
""Inter-American Development Bank, 1300 New York Avenue, NW, Washington, DC 20577 (email: )"", ""Independent Consultant, 2370 Providencia Avenue, Office 55, Santiago de Chile, Chile (email: )""))","1945-7790"
"63","American Economic Journal: Applied Economics","2018-04-01","10.1257/app.20150234","2","Financial Incentives and the Fertility-Sex Ratio Trade-Off","10","list(given = ""S"", family = ""Anukriti"", sequence = ""first"", affiliation.name = ""Department of Economics, Boston College, Chestnut Hill, MA 02467, and IZA (email: )"")","1945-7790"
"64","American Economic Journal: Applied Economics","2017-04-01","10.1257/app.20160008","2","The Distortionary Effects of Incentives in Government: Evidence from China's “Death Ceiling” Program","9","list(given = c(""Raymond"", ""Yongxiang""), family = c(""Fisman"", ""Wang""), sequence = c(""first"", ""additional""), affiliation.name = c(""Boston University, Room 304A, Boston University, Boston, MA 02215 (e-mail: )"", ""Marshall School of Business, University of Southern California, Los Angeles, CA 90089 (e-mail: )""))","1945-7790"
"65","American Economic Journal: Applied Economics","2018-07-01","10.1257/app.20160547","3","Saving by Default: Evidence from a Field Experiment in Rural India","10","list(given = c(""Vincent"", ""Lore""), family = c(""Somville"", ""Vandewalle""), sequence = c(""first"", ""additional""), affiliation.name = c(""Chr. Michelsen Institute and NHH Norwegian School of Economics, Helleveien 30, 5045 Bergen, Norway (email: )"", ""The Graduate Institute of International and Development Studies, Maison de la paix, Chemin Eugène-Rigot 2, 1202 Genève, Switzerland (email: )""))","1945-7790"
"66","American Economic Journal: Applied Economics","2016-10-01","10.1257/app.20150149","4","The Impact of High School Financial Education: Evidence from a Large-Scale Evaluation in Brazil","8","list(given = c(""Miriam"", ""Luciana"", ""Arianna"", ""Rogelio"", ""Bilal""), family = c(""Bruhn"", ""de Souza Leão"", ""Legovini"", ""Marchetti"", ""Zia""), sequence = c(""first"", ""additional"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Development Economics Research Group, The World Bank, 1818 H Street NW, Washington, DC 20433 (e-mail: )"", ""Department of Sociology, Columbia University, 606 West 122nd Street, MC 9649, New York, NY 10027 (e-mail: )"", ""Development Impact Evaluation Unit, The World Bank, 1818 H Street NW, Washington, DC 20433 (e-mail: )"", 
""Latin America Division, The World Bank, 1818 H Street NW, Washington, DC 20433 (e-mail: )"", ""Development Economics Research Group, The World Bank, 1818 H Street NW, Washington, DC 20433 (e-mail: )""))","1945-7790"
"67","American Economic Journal: Applied Economics","2009-06-01","10.1257/app.1.3.33","3","The Effect of Grade Retention on High School Completion","1","list(given = c(""Brian A"", ""Lars""), family = c(""Jacob"", ""Lefgren""), sequence = c(""first"", ""additional""), affiliation.name = c(""Gerald R. Ford School of Public Policy, University of Michigan, 735 S. State Street, Ann Arbor, MI 48109."", ""Department of Economics, Brigham Young University, 130 Faculty Office Building, Provo, UT 84602-2363.""))","1945-7790"
"68","American Economic Journal: Applied Economics","2021-10-01","10.1257/app.13.4.i","4","Front Matter","13","NULL","1945-7790"
"69","American Economic Journal: Applied Economics","2016-04-01","10.1257/app.20140100","2","Spring Forward at Your Own Risk: Daylight Saving Time and Fatal Vehicle Crashes","8","list(given = ""Austin C."", family = ""Smith"", sequence = ""first"", affiliation.name = ""Miami University, 3014 FSB, Oxford, OH 45056 (e-mail: )"")","1945-7790"
"70","American Economic Journal: Applied Economics","2014-07-01","10.1257/app.6.3.58","3","The Impact of Attending a School with High-Achieving Peers: Evidence from the New York City Exam Schools","6","list(given = c(""Will"", ""Roland G.""), family = c(""Dobbie"", ""Fryer""), sequence = c(""first"", ""additional""), affiliation.name = c(""Princeton University and EdLabs, 44 Brattle Street, Fifth Floor, Cambridge, MA 02138 (e-mail: )"", ""Harvard University, EdLabs, and National Bureau of Economic Research, 44 Brattle Street, Fifth Floor, Cambridge, MA 02138 (e-mail: )""), suffix = c(NA, ""Jr.""))","1945-7790"
"71","American Economic Journal: Applied Economics","2016-04-01","10.1257/app.20150023","2","The Returns to Microenterprise Support among the Ultrapoor: A Field Experiment in Postwar Uganda","8","list(given = c(""Christopher"", ""Eric P."", ""Julian"", ""M. Christian"", ""Jeannie""), family = c(""Blattman"", ""Green"", ""Jamison"", ""Lehmann"", ""Annan""), sequence = c(""first"", ""additional"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Columbia University School of International and Public Affairs (SIPA) and National Bureau of Economic Research (NBER), 420 W 118 Street, Suite 819, New York, NY 10027 (e-mail: )"", ""Duke Global Health Institute, Box 90519, Durham, NC 27708 (e-mail: )"", ""Global INsights Initiative, The World Bank, 1818 H Street NW, Washington, DC 20433 (e-mail: )"", 
""University of Brasilia, Department of Economics, Campus Universitário Darcy Ribeiro, Brasília, DF, 70910-900, Brazil (e-mail: )"", ""International Rescue Committee, 122 East 42nd Street, Suite 1407, New York, NY 10168 (e-mail: )""))","1945-7790"
"72","American Economic Journal: Applied Economics","2015-01-01","10.1257/app.20130489","1","The Impacts of Microfinance: Evidence from Joint-Liability Lending in Mongolia","7","list(given = c(""Orazio"", ""Britta"", ""Ralph"", ""Emla"", ""Heike""), family = c(""Attanasio"", ""Augsburg"", ""De Haas"", ""Fitzsimons"", ""Harmgart""), sequence = c(""first"", ""additional"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""University College London, Institute for Fiscal Studies (IFS) and J-PAL. IFS, 7 Ridgmount St., WC1E 7AE, London (email: )"", ""IFS, 7 Ridgmount St, WC1E 7AE, London (email: )"", ""European Bank for Reconstruction and Development (EBRD) and Tilburg University. EBRD, One Exchange Square, EC2A 2JN, London (email: )"", 
""IFS, 7 Ridgmount St, WC1E 7AE, London (email: )"", ""EBRD and WZB. EBRD, Emmar Towers, 196 Zahran Street, 15th floor, P.O. Box 852805, Amman 11185, Jordan (email: )""))","1945-7790"
"73","American Economic Journal: Applied Economics","2013-01-01","10.1257/app.5.2.1","2","Young Adult Obesity and Household Income: Effects of Unconditional Cash Transfers","5","list(given = c(""Randall"", ""Emilia"", ""William"", ""Adrian"", ""E. Jane""), family = c(""Akee"", ""Simeonova"", ""Copeland"", ""Angold"", ""Costello""), sequence = c(""first"", ""additional"", ""additional"", ""additional"", ""additional""), affiliation.name = c(""Department of Public Policy, University of California–Los Angeles, 3250 Public Affairs Building, Los Angeles, CA 90095."", ""Tufts University Economics Department, 8 Upper Campus Road, Braker Hall, Medford, MA 02155, Center for Health and Wellbeing, Princeton University, and National Bureau of Economic Research."", 
""Center for Developmental Epidemiology, Department of Psychiatry and Behavioral Sciences, Duke University Medical Center, Box 3454, Durham, NC 27710."", ""Center for Developmental Epidemiology, Department of Psychiatry and Behavioral Sciences, Duke University Medical Center, Box 3454, Durham, NC 27710."", ""Center for Developmental Epidemiology, Department of Psychiatry and Behavioral Sciences, Duke University Medical Center, Box 3454, Durham, NC 27710.""))","1945-7790"
"74","American Economic Journal: Applied Economics","2009-01-01","10.1257/app.1.1.251","1","The Social Multiplier and Labor Market Participation of Mothers","1","list(given = c(""Eric"", ""Julie""), family = c(""Maurin"", ""Moschion""), sequence = c(""first"", ""additional""), affiliation.name = c(""Paris School of Economics, 48 Bd Jourdan, 75014, Paris, France."", ""Paris School of Economics, 106-112 Bd de L'Hôpital, 75013, Paris, France.""))","1945-7790"
"75","American Economic Journal: Applied Economics","2015-10-01","10.1257/app.20140184","4","Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start","7","list(given = ""Christopher R."", family = ""Walters"", sequence = ""first"", affiliation.name = ""Department of Economics, University of California-Berkeley, 530 Evans Hall #3880, Berkeley, California 94720, (e-mail: )."")","1945-7790"
"76","American Economic Journal: Applied Economics","2018-07-01","10.1257/app.20170453","3","The Persistent Power of Behavioral Change: Long-Run Impacts of Temporary Savings Subsidies for the Poor","10","list(given = ""Simone"", family = ""Schaner"", sequence = ""first"", affiliation.name = ""Center for Economic and Social Research, University of Southern California, Dartmouth College, 635 Downey Way, Los Angeles, CA 90089, JPAL, NBER, and BREAD (email: )"")","1945-7790"
"77","American Economic Journal: Applied Economics","2020-04-01","10.1257/app.20170690","2","Compliance Behavior in Networks: Evidence from a Field Experiment","12","list(given = c(""Francesco"", ""Friederike"", ""Christian""), family = c(""Drago"", ""Mengel"", ""Traxler""), sequence = c(""first"", ""additional"", ""additional""), affiliation.name = c(""Department of Economics, University of Catania, Corso Italia 55, 95131 Catania, Italy, CSEF and CEPR (email: )"", ""Department of Economics, University of Essex, Wivenhoe Park, Colchester CO4 3SQ, United Kingdom, Department of Economics, Lund University (email: )"", ""Hertie School, Friedrichstraße 180, 10117 Berlin, Germany (email: )""
))","1945-7790"
"78","American Economic Journal: Applied Economics","2013-10-01","10.1257/app.5.4.241","4","Can Informed Public Deliberation Overcome Clientelism? Experimental Evidence from Benin","5","list(given = c(""Thomas"", ""Leonard""), family = c(""Fujiwara"", ""Wantchekon""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, Princeton University, 357 Wallace Hall, Princeton, NJ 08544 and NBER."", ""Department of Politics, Princeton University, 230 Corwin Hall, Princeton, NJ 08544, and Institute for Empirical Research in Political Economy.""))","1945-7790"
"79","American Economic Journal: Applied Economics","2010-10-01","10.1257/app.2.4.1","4","Factor Immobility and Regional Impacts of Trade Liberalization: Evidence on Poverty from India","2","list(given = ""Petia"", family = ""Topalova"", sequence = ""first"", affiliation.name = ""Research Department, International Monetary Fund, 700 19th Street, N.W., Washington, DC, 20431."")","1945-7790"
"80","American Economic Journal: Applied Economics","2018-07-01","10.1257/app.20160390","3","Emotional Judges and Unlucky Juveniles","10","list(given = c(""Ozkan"", ""Naci""), family = c(""Eren"", ""Mocan""), sequence = c(""first"", ""additional""), affiliation.name = c(""Department of Economics, E. J. Ourso College of Business, Louisiana State University, Baton Rouge, LA 70803 (email: )"", ""Department of Economics, E. J. Ourso College of Business, Louisiana State University, Baton Rouge, LA 70803, IZA, and NBER (email: )""))","1945-7790"
"81","American Economic Journal: Applied Economics","2012-04-01","10.1257/app.4.2.168","2","Productivity Spillovers Across Firms through Worker Mobility","4","list(given = c(""Andrey"", ""Nikolay""), family = c(""Stoyanov"", ""Zubanov""), sequence = c(""first"", ""additional""), affiliation.name = c(""York University, Department of Economics, Faculty of Liberal Arts and Professional Studies, 1084 Vari Hall, 4700 Keele St., M3J 1P3, Toronto, Canada."", ""Erasmus University, Rotterdam, Erasmus School of Economics, Burg. Oudlaan 50, 3062 PA Rotterdam, The Netherlands.""))","1945-7790"
"82","American Economic Journal: Applied Economics","2012-10-01","10.1257/app.4.4.194","4","Deregulation, Consolidation, and Efficiency: Evidence from US Nuclear Power","4","list(given = c(""Lucas W"", ""Catherine""), family = c(""Davis"", ""Wolfram""), sequence = c(""first"", ""additional""), affiliation.name = c(""Haas School of Business, University of California, Berkeley, Berkeley, CA 94720-1900, Energy Institute at Haas and National Bureau of Economic Research (NBER)."", ""Haas School of Business, University of California, Berkeley, Berkeley, CA 94720-1900, Energy Institute at Haas and NBER.""))","1945-7790"
